L,a,b,hex_srgb
59.0,-6.0,0.0,#82918E
59.0,-6.0,2.0,#84918A
59.0,-6.0,4.0,#869187
59.0,-6.0,6.0,#889183
59.0,-6.0,8.0,#899180
59.0,-6.0,10.0,#8B917C
59.0,-6.0,12.0,#8C9079
59.0,-6.0,14.0,#8D9075
59.0,-6.0,16.0,#8F9072
59.0,-6.0,18.0,#90906E
59.0,-6.0,20.0,#91906B
59.0,-6.0,22.0,#929067
59.0,-6.0,24.0,#939064
59.0,-6.0,28.0,#95905C
59.0,-6.0,32.0,#979055
59.0,-6.0,36.0,#998F4E
59.0,-6.0,40.0,#9A8F46
59.0,-6.0,44.0,#9B8F3E
59.0,-6.0,48.0,#9D8F35
59.0,-6.0,52.0,#9E8F2C
59.0,-6.0,56.0,#9F8F21
59.0,-6.0,60.0,#9F8F13
59.0,-6.0,64.0,#A08F00
59.0,-6.0,68.0,#A18F00
59.0,-6.0,76.0,#A28E00
59.0,-6.0,100.0,#A48E00
59.0,-4.0,-62.0,#0096FB
59.0,-4.0,-42.0,#3C94D7
59.0,-4.0,-38.0,#4A93D0
59.0,-4.0,-34.0,#5593C9
59.0,-4.0,-30.0,#5E93C2
59.0,-4.0,-26.0,#6692BB
59.0,-4.0,-22.0,#6C92B4
59.0,-4.0,-18.0,#7291AD
59.0,-4.0,-16.0,#7591AA
59.0,-4.0,-14.0,#7891A6
59.0,-4.0,-12.0,#7A91A3
59.0,-4.0,-10.0,#7C919F
59.0,-4.0,-8.0,#7F919C
59.0,-4.0,-6.0,#819198
59.0,-4.0,-4.0,#839095
59.0,-4.0,-2.0,#859091
59.0,-4.0,0.0,#86908E
59.0,-4.0,2.0,#88908A
59.0,-4.0,4.0,#8A9087
59.0,-4.0,6.0,#8B9083
59.0,-4.0,8.0,#8D9080
59.0,-4.0,10.0,#8E907C
59.0,-4.0,12.0,#908F79
59.0,-4.0,14.0,#918F75
59.0,-4.0,16.0,#928F72
59.0,-4.0,18.0,#938F6E
59.0,-4.0,20.0,#948F6B
59.0,-4.0,22.0,#958F67
59.0,-4.0,24.0,#968F64
59.0,-4.0,28.0,#988F5D
59.0,-4.0,32.0,#9A8E55
59.0,-4.0,36.0,#9C8E4E
59.0,-4.0,40.0,#9D8E46
59.0,-4.0,44.0,#9F8E3E
59.0,-4.0,48.0,#A08E35
59.0,-4.0,52.0,#A18E2C
59.0,-4.0,56.0,#A28E21
59.0,-4.0,60.0,#A38E13
59.0,-4.0,64.0,#A38E00
59.0,-4.0,68.0,#A48E00
59.0,-4.0,76.0,#A58D00
59.0,-4.0,100.0,#A78D00
59.0,-2.0,-68.0,#0096FF
59.0,-2.0,-40.0,#4C93D4
59.0,-2.0,-36.0,#5792CD
59.0,-2.0,-32.0,#6092C6
59.0,-2.0,-28.0,#6891BF
59.0,-2.0,-24.0,#6E91B8
59.0,-2.0,-20.0,#7491B1
59.0,-2.0,-18.0,#7790AD
59.0,-2.0,-16.0,#7A90AA
59.0,-2.0,-14.0,#7C90A6
59.0,-2.0,-12.0,#7E90A3
59.0,-2.0,-10.0,#81909F
59.0,-2.0,-8.0,#83909C
59.0,-2.0,-6.0,#858F98
59.0,-2.0,-4.0,#878F95
59.0,-2.0,-2.0,#888F91
59.0,-2.0,0.0,#8A8F8E
59.0,-2.0,2.0,#8C8F8A
59.0,-2.0,4.0,#8D8F87
59.0,-2.0,6.0,#8F8F83
59.0,-2.0,8.0,#908F80
59.0,-2.0,10.0,#928E7C
59.0,-2.0,12.0,#938E79
59.0,-2.0,14.0,#948E75
59.0,-2.0,16.0,#968E72
59.0,-2.0,18.0,#978E6E
59.0,-2.0,20.0,#988E6B
59.0,-2.0,22.0,#998E67
59.0,-2.0,26.0,#9B8E60
59.0,-2.0,30.0,#9D8D59
59.0,-2.0,34.0,#9E8D52
59.0,-2.0,38.0,#A08D4A
59.0,-2.0,42.0,#A18D42
59.0,-2.0,46.0,#A28D3A
59.0,-2.0,50.0,#A38D31
59.0,-2.0,54.0,#A48D27
59.0,-2.0,58.0,#A58D1B
59.0,-2.0,62.0,#A68D09
59.0,-2.0,66.0,#A78C00
59.0,-2.0,74.0,#A88C00
59.0,-2.0,98.0,#AA8C00
59.0,0.0,-68.0,#0095FF
59.0,0.0,-36.0,#5D91CD
59.0,0.0,-32.0,#6691C6
59.0,0.0,-28.0,#6D90BF
59.0,0.0,-24.0,#7390B8
59.0,0.0,-20.0,#7990B1
59.0,0.0,-18.0,#7C8FAD
59.0,0.0,-16.0,#7E8FAA
59.0,0.0,-14.0,#808FA6
59.0,0.0,-12.0,#838FA3
59.0,0.0,-10.0,#858F9F
59.0,0.0,-8.0,#878F9C
59.0,0.0,-6.0,#898E98
59.0,0.0,-4.0,#8B8E95
59.0,0.0,-2.0,#8C8E91
59.0,0.0,2.0,#908E8A
59.0,0.0,4.0,#918E87
59.0,0.0,6.0,#938E84
59.0,0.0,8.0,#948D80
59.0,0.0,10.0,#958D7D
59.0,0.0,12.0,#978D79
59.0,0.0,14.0,#988D76
59.0,0.0,16.0,#998D72
59.0,0.0,18.0,#9A8D6F
59.0,0.0,20.0,#9B8D6B
59.0,0.0,22.0,#9C8D67
59.0,0.0,26.0,#9E8C60
59.0,0.0,30.0,#A08C59
59.0,0.0,34.0,#A18C52
59.0,0.0,38.0,#A38C4A
59.0,0.0,42.0,#A48C42
59.0,0.0,46.0,#A58C3A
59.0,0.0,50.0,#A68C31
59.0,0.0,54.0,#A78C27
59.0,0.0,58.0,#A88B1C
59.0,0.0,62.0,#A98B0A
59.0,0.0,66.0,#AA8B00
59.0,0.0,74.0,#AB8B00
59.0,0.0,98.0,#AD8B00
59.0,2.0,-68.0,#0094FF
59.0,2.0,-64.0,#0094FF
59.0,2.0,-60.0,#0093F8
59.0,2.0,-32.0,#6B90C6
59.0,2.0,-28.0,#728FBF
59.0,2.0,-24.0,#788FB8
59.0,2.0,-22.0,#7B8FB4
59.0,2.0,-20.0,#7D8EB1
59.0,2.0,-18.0,#808EAD
59.0,2.0,-16.0,#828EAA
59.0,2.0,-14.0,#858EA6
59.0,2.0,-12.0,#878EA3
59.0,2.0,-10.0,#898E9F
59.0,2.0,-8.0,#8B8D9C
59.0,2.0,-6.0,#8D8D98
59.0,2.0,-4.0,#8E8D95
59.0,2.0,-2.0,#908D91
59.0,2.0,0.0,#928D8E
59.0,2.0,2.0,#938D8B
59.0,2.0,4.0,#958D87
59.0,2.0,6.0,#968C84
59.0,2.0,8.0,#978C80
59.0,2.0,10.0,#998C7D
59.0,2.0,12.0,#9A8C79
59.0,2.0,14.0,#9B8C76
59.0,2.0,16.0,#9C8C72
59.0,2.0,18.0,#9D8C6F
59.0,2.0,20.0,#9E8C6B
59.0,2.0,22.0,#9F8C68
59.0,2.0,26.0,#A18B60
59.0,2.0,30.0,#A38B59
59.0,2.0,34.0,#A58B52
59.0,2.0,38.0,#A68B4A
59.0,2.0,42.0,#A78B42
59.0,2.0,46.0,#A88B3A
59.0,2.0,50.0,#A98B31
59.0,2.0,54.0,#AA8A28
59.0,2.0,58.0,#AB8A1C
59.0,2.0,62.0,#AC8A0B
59.0,2.0,66.0,#AD8A00
59.0,2.0,74.0,#AE8A00
59.0,2.0,98.0,#AF8A00
59.0,4.0,-60.0,#0092F8
59.0,4.0,-56.0,#2391F0
59.0,4.0,-32.0,#708EC6
59.0,4.0,-28.0,#778EBF
59.0,4.0,-26.0,#7A8EBB
59.0,4.0,-24.0,#7D8EB8
59.0,4.0,-22.0,#7F8DB4
59.0,4.0,-20.0,#828DB1
59.0,4.0,-18.0,#848DAD
59.0,4.0,-16.0,#868DAA
59.0,4.0,-14.0,#898DA6
59.0,4.0,-12.0,#8B8DA3
59.0,4.0,-10.0,#8D8C9F
59.0,4.0,-8.0,#8F8C9C
59.0,4.0,-6.0,#908C98
59.0,4.0,-4.0,#928C95
59.0,4.0,-2.0,#948C92
59.0,4.0,0.0,#958C8E
59.0,4.0,2.0,#978C8B
59.0,4.0,4.0,#988B87
59.0,4.0,6.0,#9A8B84
59.0,4.0,8.0,#9B8B80
59.0,4.0,10.0,#9C8B7D
59.0,4.0,12.0,#9D8B79
59.0,4.0,14.0,#9E8B76
59.0,4.0,16.0,#A08B72
59.0,4.0,18.0,#A18B6F
59.0,4.0,20.0,#A28A6B
59.0,4.0,22.0,#A38A68
59.0,4.0,24.0,#A48A64
59.0,4.0,28.0,#A58A5D
59.0,4.0,32.0,#A78A56
59.0,4.0,36.0,#A88A4E
59.0,4.0,40.0,#AA8A47
59.0,4.0,44.0,#AB8A3F
59.0,4.0,48.0,#AC8936
59.0,4.0,52.0,#AD892D
59.0,4.0,56.0,#AE8922
59.0,4.0,60.0,#AE8915
59.0,4.0,64.0,#AF8900
59.0,4.0,68.0,#B08900
59.0,4.0,76.0,#B18900
59.0,4.0,100.0,#B28900
59.0,6.0,-70.0,#0092FF
59.0,6.0,-66.0,#0092FF
59.0,6.0,-52.0,#4590E9
59.0,6.0,-24.0,#818DB8
59.0,6.0,-22.0,#848CB4
59.0,6.0,-20.0,#868CB1
59.0,6.0,-18.0,#888CAD
59.0,6.0,-16.0,#8A8CAA
59.0,6.0,-14.0,#8D8CA6
59.0,6.0,-12.0,#8F8BA3
59.0,6.0,-10.0,#908B9F
59.0,6.0,-8.0,#928B9C
59.0,6.0,-6.0,#948B99
59.0,6.0,-4.0,#968B95
59.0,6.0,-2.0,#978B92
59.0,6.0,0.0,#998A8E
59.0,6.0,2.0,#9A8A8B
59.0,6.0,4.0,#9C8A87
59.0,6.0,6.0,#9D8A84
59.0,6.0,8.0,#9E8A80
59.0,6.0,10.0,#9F8A7D
59.0,6.0,12.0,#A18A79
59.0,6.0,14.0,#A28A76
59.0,6.0,16.0,#A38A72
59.0,6.0,18.0,#A4896F
59.0,6.0,20.0,#A5896B
59.0,6.0,22.0,#A68968
59.0,6.0,24.0,#A78964
59.0,6.0,28.0,#A8895D
59.0,6.0,32.0,#AA8956
59.0,6.0,36.0,#AB894E
59.0,6.0,40.0,#AD8847
59.0,6.0,44.0,#AE883F
59.0,6.0,48.0,#AF8836
59.0,6.0,52.0,#B0882D
59.0,6.0,56.0,#B18823
59.0,6.0,60.0,#B18816
59.0,6.0,64.0,#B28800
59.0,6.0,68.0,#B38800
59.0,6.0,76.0,#B48800
59.0,6.0,84.0,#B48800
59.0,6.0,100.0,#B58700
59.0,8.0,-66.0,#0091FF
59.0,8.0,-62.0,#1090FB
59.0,8.0,-48.0,#5A8EE2
59.0,8.0,-36.0,#748DCD
59.0,8.0,-32.0,#7A8CC6
59.0,8.0,-20.0,#8A8BB1
59.0,8.0,-18.0,#8C8BAD
59.0,8.0,-16.0,#8E8BAA
59.0,8.0,-14.0,#908AA6
59.0,8.0,-12.0,#928AA3
59.0,8.0,-10.0,#948AA0
59.0,8.0,-8.0,#968A9C
59.0,8.0,-6.0,#988A99
59.0,8.0,-4.0,#998A95
59.0,8.0,-2.0,#9B8992
59.0,8.0,0.0,#9C898E
59.0,8.0,2.0,#9E898B
59.0,8.0,4.0,#9F8987
59.0,8.0,6.0,#A08984
59.0,8.0,8.0,#A28980
59.0,8.0,10.0,#A3897D
59.0,8.0,12.0,#A48979
59.0,8.0,14.0,#A58876
59.0,8.0,16.0,#A68872
59.0,8.0,18.0,#A7886F
59.0,8.0,20.0,#A8886B
59.0,8.0,22.0,#A98868
59.0,8.0,24.0,#AA8864
59.0,8.0,26.0,#AB8861
59.0,8.0,30.0,#AC885A
59.0,8.0,34.0,#AE8752
59.0,8.0,38.0,#AF874B
59.0,8.0,42.0,#B08743
59.0,8.0,46.0,#B1873B
59.0,8.0,50.0,#B28732
59.0,8.0,54.0,#B38729
59.0,8.0,58.0,#B4871D
59.0,8.0,62.0,#B5870D
59.0,8.0,66.0,#B58700
59.0,8.0,78.0,#B78600
59.0,8.0,86.0,#B78600
59.0,8.0,94.0,#B88600
59.0,10.0,-62.0,#288FFB
59.0,10.0,-58.0,#408EF4
59.0,10.0,-16.0,#9289AA
59.0,10.0,-14.0,#9489A7
59.0,10.0,-12.0,#9689A3
59.0,10.0,-10.0,#9889A0
59.0,10.0,-8.0,#9A899C
59.0,10.0,-6.0,#9B8999
59.0,10.0,-4.0,#9D8895
59.0,10.0,-2.0,#9E8892
59.0,10.0,0.0,#A0888E
59.0,10.0,2.0,#A1888B
59.0,10.0,4.0,#A28887
59.0,10.0,6.0,#A48884
59.0,10.0,8.0,#A58880
59.0,10.0,10.0,#A6877D
59.0,10.0,12.0,#A78779
59.0,10.0,14.0,#A88776
59.0,10.0,16.0,#A98773
59.0,10.0,18.0,#AA876F
59.0,10.0,20.0,#AB876B
59.0,10.0,22.0,#AC8768
59.0,10.0,24.0,#AD8764
59.0,10.0,26.0,#AE8761
59.0,10.0,30.0,#AF865A
59.0,10.0,34.0,#B18652
59.0,10.0,38.0,#B2864B
59.0,10.0,42.0,#B38643
59.0,10.0,46.0,#B4863B
59.0,10.0,50.0,#B58632
59.0,10.0,54.0,#B68629
59.0,10.0,58.0,#B7851E
59.0,10.0,62.0,#B7850E
59.0,10.0,66.0,#B88500
59.0,10.0,78.0,#B98500
59.0,10.0,86.0,#BA8500
59.0,10.0,94.0,#BA8500
59.0,12.0,-70.0,#008FFF
59.0,12.0,-58.0,#498DF4
59.0,12.0,-54.0,#578CED
59.0,12.0,-44.0,#6F8BDB
59.0,12.0,-40.0,#778BD4
59.0,12.0,-36.0,#7D8ACD
59.0,12.0,-12.0,#9A88A3
59.0,12.0,-10.0,#9B88A0
59.0,12.0,-8.0,#9D879C
59.0,12.0,-6.0,#9F8799
59.0,12.0,-4.0,#A08795
59.0,12.0,-2.0,#A28792
59.0,12.0,0.0,#A3878E
59.0,12.0,2.0,#A4878B
59.0,12.0,4.0,#A68787
59.0,12.0,6.0,#A78684
59.0,12.0,8.0,#A88680
59.0,12.0,10.0,#A9867D
59.0,12.0,12.0,#AA867A
59.0,12.0,14.0,#AB8676
59.0,12.0,16.0,#AC8673
59.0,12.0,18.0,#AD866F
59.0,12.0,20.0,#AE866C
59.0,12.0,22.0,#AF8568
59.0,12.0,24.0,#B08565
59.0,12.0,26.0,#B18561
59.0,12.0,28.0,#B2855D
59.0,12.0,32.0,#B38556
59.0,12.0,36.0,#B4854F
59.0,12.0,40.0,#B58547
59.0,12.0,44.0,#B7853F
59.0,12.0,48.0,#B88437
59.0,12.0,52.0,#B8842E
59.0,12.0,56.0,#B98424
59.0,12.0,60.0,#BA8417
59.0,12.0,64.0,#BB8403
59.0,12.0,68.0,#BB8400
59.0,12.0,80.0,#BC8400
59.0,12.0,96.0,#BD8400
59.0,14.0,-70.0,#008EFF
59.0,14.0,-66.0,#2B8DFF
59.0,14.0,-54.0,#5E8BED
59.0,14.0,-8.0,#A1869C
59.0,14.0,-6.0,#A28699
59.0,14.0,-4.0,#A48695
59.0,14.0,-2.0,#A58692
59.0,14.0,0.0,#A6868E
59.0,14.0,2.0,#A8858B
59.0,14.0,4.0,#A98587
59.0,14.0,6.0,#AA8584
59.0,14.0,8.0,#AB8581
59.0,14.0,10.0,#AC857D
59.0,14.0,12.0,#AD857A
59.0,14.0,14.0,#AE8576
59.0,14.0,16.0,#AF8473
59.0,14.0,18.0,#B0846F
59.0,14.0,20.0,#B1846C
59.0,14.0,22.0,#B28468
59.0,14.0,24.0,#B38465
59.0,14.0,26.0,#B48461
59.0,14.0,28.0,#B5845E
59.0,14.0,30.0,#B5845A
59.0,14.0,34.0,#B78453
59.0,14.0,38.0,#B8834B
59.0,14.0,42.0,#B98343
59.0,14.0,46.0,#BA833B
59.0,14.0,50.0,#BB8333
59.0,14.0,54.0,#BC8329
59.0,14.0,58.0,#BC831E
59.0,14.0,62.0,#BD830F
59.0,14.0,66.0,#BE8300
59.0,14.0,98.0,#C08200
59.0,16.0,-66.0,#398CFF
59.0,16.0,-62.0,#4C8BFB
59.0,16.0,-54.0,#658AED
59.0,16.0,-50.0,#6E89E6
59.0,16.0,-44.0,#7A89DB
59.0,16.0,-40.0,#8088D4
59.0,16.0,-4.0,#A78495
59.0,16.0,-2.0,#A88492
59.0,16.0,0.0,#AA848E
59.0,16.0,2.0,#AB848B
59.0,16.0,4.0,#AC8488
59.0,16.0,6.0,#AD8484
59.0,16.0,8.0,#AE8481
59.0,16.0,10.0,#B0837D
59.0,16.0,12.0,#B1837A
59.0,16.0,14.0,#B28376
59.0,16.0,16.0,#B38373
59.0,16.0,18.0,#B3836F
59.0,16.0,20.0,#B4836C
59.0,16.0,22.0,#B58368
59.0,16.0,24.0,#B68365
59.0,16.0,26.0,#B78361
59.0,16.0,28.0,#B7835E
59.0,16.0,30.0,#B8825A
59.0,16.0,34.0,#B98253
59.0,16.0,38.0,#BB824B
59.0,16.0,42.0,#BC8244
59.0,16.0,46.0,#BD823C
59.0,16.0,50.0,#BE8233
59.0,16.0,54.0,#BE822A
59.0,16.0,58.0,#BF811F
59.0,16.0,62.0,#C08110
59.0,16.0,66.0,#C08100
59.0,16.0,80.0,#C28100
59.0,16.0,96.0,#C38100
59.0,18.0,-62.0,#548AFC
59.0,18.0,-50.0,#7388E6
59.0,18.0,0.0,#AD838F
59.0,18.0,2.0,#AE838B
59.0,18.0,4.0,#AF8388
59.0,18.0,6.0,#B08284
59.0,18.0,8.0,#B28281
59.0,18.0,10.0,#B3827D
59.0,18.0,12.0,#B4827A
59.0,18.0,14.0,#B58276
59.0,18.0,16.0,#B68273
59.0,18.0,18.0,#B6826F
59.0,18.0,20.0,#B7826C
59.0,18.0,22.0,#B88168
59.0,18.0,24.0,#B98165
59.0,18.0,26.0,#BA8161
59.0,18.0,28.0,#BA815E
59.0,18.0,30.0,#BB815A
59.0,18.0,32.0,#BC8157
59.0,18.0,36.0,#BD814F
59.0,18.0,40.0,#BE8148
59.0,18.0,44.0,#BF8040
59.0,18.0,48.0,#C08038
59.0,18.0,52.0,#C1802F
59.0,18.0,56.0,#C28025
59.0,18.0,60.0,#C28019
59.0,18.0,64.0,#C38006
59.0,18.0,68.0,#C38000
59.0,18.0,76.0,#C48000
59.0,20.0,-70.0,#3B8AFF
59.0,20.0,-62.0,#5C89FC
59.0,20.0,-58.0,#6788F4
59.0,20.0,-54.0,#7087ED
59.0,20.0,-48.0,#7C87E2
59.0,20.0,-44.0,#8386DB
59.0,20.0,4.0,#B28188
59.0,20.0,6.0,#B48184
59.0,20.0,8.0,#B58181
59.0,20.0,10.0,#B6817D
59.0,20.0,12.0,#B7817A
59.0,20.0,14.0,#B88076
59.0,20.0,16.0,#B98073
59.0,20.0,18.0,#B9806F
59.0,20.0,20.0,#BA806C
59.0,20.0,22.0,#BB8068
59.0,20.0,24.0,#BC8065
59.0,20.0,26.0,#BD8061
59.0,20.0,28.0,#BD805E
59.0,20.0,30.0,#BE805A
59.0,20.0,32.0,#BF8057
59.0,20.0,36.0,#C07F4F
59.0,20.0,40.0,#C17F48
59.0,20.0,44.0,#C27F40
59.0,20.0,48.0,#C37F38
59.0,20.0,52.0,#C47F2F
59.0,20.0,56.0,#C47F25
59.0,20.0,60.0,#C57F19
59.0,20.0,64.0,#C67F07
59.0,20.0,68.0,#C67E00
59.0,20.0,76.0,#C77E00
59.0,20.0,80.0,#C77E00
59.0,20.0,96.0,#C87E00
59.0,22.0,-70.0,#4689FF
59.0,22.0,-58.0,#6D87F4
59.0,22.0,-54.0,#7686ED
59.0,22.0,8.0,#B87F81
59.0,22.0,10.0,#B97F7D
59.0,22.0,12.0,#BA7F7A
59.0,22.0,14.0,#BB7F77
59.0,22.0,16.0,#BC7F73
59.0,22.0,18.0,#BC7F70
59.0,22.0,20.0,#BD7F6C
59.0,22.0,22.0,#BE7F69
59.0,22.0,24.0,#BF7E65
59.0,22.0,26.0,#BF7E62
59.0,22.0,28.0,#C07E5E
59.0,22.0,30.0,#C17E5A
59.0,22.0,32.0,#C17E57
59.0,22.0,34.0,#C27E53
59.0,22.0,38.0,#C37E4C
59.0,22.0,42.0,#C47E44
59.0,22.0,46.0,#C57E3C
59.0,22.0,50.0,#C67D34
59.0,22.0,54.0,#C77D2B
59.0,22.0,58.0,#C77D20
59.0,22.0,62.0,#C87D12
59.0,22.0,66.0,#C97D00
59.0,22.0,70.0,#C97D00
59.0,22.0,76.0,#CA7D00
59.0,22.0,80.0,#CA7D00
59.0,22.0,86.0,#CA7D00
59.0,22.0,94.0,#CB7D00
59.0,24.0,-70.0,#5087FF
59.0,24.0,-66.0,#5E87FF
59.0,24.0,-58.0,#7385F4
59.0,24.0,-54.0,#7B85ED
59.0,24.0,-48.0,#8684E3
59.0,24.0,12.0,#BD7E7A
59.0,24.0,14.0,#BE7E77
59.0,24.0,16.0,#BE7D73
59.0,24.0,18.0,#BF7D70
59.0,24.0,20.0,#C07D6C
59.0,24.0,22.0,#C17D69
59.0,24.0,24.0,#C27D65
59.0,24.0,26.0,#C27D62
59.0,24.0,28.0,#C37D5E
59.0,24.0,30.0,#C47D5B
59.0,24.0,32.0,#C47D57
59.0,24.0,34.0,#C57C53
59.0,24.0,38.0,#C67C4C
59.0,24.0,42.0,#C77C44
59.0,24.0,46.0,#C87C3C
59.0,24.0,50.0,#C97C34
59.0,24.0,54.0,#CA7C2B
59.0,24.0,58.0,#CA7C20
59.0,24.0,62.0,#CB7C13
59.0,24.0,66.0,#CB7B00
59.0,24.0,70.0,#CC7B00
59.0,24.0,80.0,#CD7B00
59.0,24.0,84.0,#CD7B00
59.0,24.0,100.0,#CE7B00
59.0,26.0,-66.0,#6585FF
59.0,26.0,-62.0,#6F84FC
59.0,26.0,-58.0,#7884F4
59.0,26.0,-54.0,#8083ED
59.0,26.0,16.0,#C17C73
59.0,26.0,18.0,#C27C70
59.0,26.0,20.0,#C37C6C
59.0,26.0,22.0,#C47C69
59.0,26.0,24.0,#C57B65
59.0,26.0,26.0,#C57B62
59.0,26.0,28.0,#C67B5E
59.0,26.0,30.0,#C77B5B
59.0,26.0,32.0,#C77B57
59.0,26.0,34.0,#C87B53
59.0,26.0,36.0,#C87B50
59.0,26.0,42.0,#CA7B45
59.0,26.0,46.0,#CB7A3D
59.0,26.0,50.0,#CC7A34
59.0,26.0,54.0,#CC7A2B
59.0,26.0,58.0,#CD7A21
59.0,26.0,62.0,#CD7A14
59.0,26.0,66.0,#CE7A00
59.0,26.0,70.0,#CE7A00
59.0,26.0,78.0,#CF7A00
59.0,26.0,84.0,#D07A00
59.0,26.0,98.0,#D07A00
59.0,28.0,-62.0,#7583FC
59.0,28.0,-58.0,#7D82F4
59.0,28.0,-54.0,#8582ED
59.0,28.0,20.0,#C67A6C
59.0,28.0,22.0,#C77A69
59.0,28.0,24.0,#C77A65
59.0,28.0,26.0,#C87A62
59.0,28.0,28.0,#C97A5E
59.0,28.0,30.0,#C97A5B
59.0,28.0,32.0,#CA7957
59.0,28.0,40.0,#CC7948
59.0,28.0,46.0,#CD793D
59.0,28.0,50.0,#CE7935
59.0,28.0,54.0,#CF792B
59.0,28.0,58.0,#D07921
59.0,28.0,62.0,#D07814
59.0,28.0,66.0,#D17800
59.0,28.0,70.0,#D17800
59.0,28.0,78.0,#D27800
59.0,28.0,84.0,#D27800
59.0,28.0,96.0,#D37800
59.0,30.0,-70.0,#6683FF
59.0,30.0,-66.0,#7182FF
59.0,30.0,-62.0,#7A82FC
59.0,30.0,-58.0,#8281F5
59.0,30.0,-54.0,#8A80ED
59.0,30.0,24.0,#CA7866
59.0,30.0,26.0,#CB7862
59.0,30.0,28.0,#CB785E
59.0,30.0,36.0,#CE7850
59.0,30.0,40.0,#CF7749
59.0,30.0,44.0,#D07741
59.0,30.0,50.0,#D17735
59.0,30.0,54.0,#D2772C
59.0,30.0,58.0,#D27722
59.0,30.0,62.0,#D37715
59.0,30.0,66.0,#D37700
59.0,30.0,70.0,#D47700
59.0,30.0,84.0,#D57600
59.0,32.0,-66.0,#7781FF
59.0,32.0,-62.0,#8080FC
59.0,32.0,-58.0,#877FF5
59.0,32.0,-54.0,#8E7FED
59.0,32.0,28.0,#CE765F
59.0,32.0,32.0,#CF7657
59.0,32.0,34.0,#D07654
59.0,32.0,36.0,#D17650
59.0,32.0,40.0,#D27649
59.0,32.0,44.0,#D27641
59.0,32.0,48.0,#D37639
59.0,32.0,54.0,#D4752C
59.0,32.0,58.0,#D57522
59.0,32.0,62.0,#D57515
59.0,32.0,66.0,#D67501
59.0,32.0,70.0,#D67500
59.0,32.0,80.0,#D77500
59.0,32.0,84.0,#D87500
59.0,34.0,-66.0,#7C7FFF
59.0,34.0,-62.0,#857FFC
59.0,34.0,-58.0,#8C7EF5
59.0,34.0,-54.0,#937DED
59.0,34.0,-50.0,#997DE6
59.0,34.0,32.0,#D27458
59.0,34.0,40.0,#D47449
59.0,34.0,44.0,#D57441
59.0,34.0,48.0,#D67439
59.0,34.0,52.0,#D77431
59.0,34.0,58.0,#D87322
59.0,34.0,62.0,#D87316
59.0,34.0,66.0,#D97302
59.0,34.0,70.0,#D97300
59.0,34.0,76.0,#DA7300
59.0,34.0,80.0,#DA7300
59.0,36.0,-70.0,#797EFF
59.0,36.0,-66.0,#827EFF
59.0,36.0,-62.0,#897DFC
59.0,36.0,-58.0,#917CF5
59.0,36.0,-54.0,#977CED
59.0,36.0,-50.0,#9D7BE6
59.0,36.0,22.0,#D27369
59.0,36.0,30.0,#D4735B
59.0,36.0,32.0,#D57358
59.0,36.0,36.0,#D67351
59.0,36.0,38.0,#D6724D
59.0,36.0,44.0,#D87242
59.0,36.0,48.0,#D9723A
59.0,36.0,52.0,#D97231
59.0,36.0,56.0,#DA7228
59.0,36.0,62.0,#DB7217
59.0,36.0,66.0,#DB7103
59.0,36.0,70.0,#DC7100
59.0,36.0,76.0,#DC7100
59.0,36.0,86.0,#DD7100
59.0,38.0,-70.0,#7E7DFF
59.0,38.0,-66.0,#877CFF
59.0,38.0,-62.0,#8E7BFC
59.0,38.0,-58.0,#957BF5
59.0,38.0,-54.0,#9B7AEE
59.0,38.0,-50.0,#A179E6
59.0,38.0,28.0,#D6715F
59.0,38.0,36.0,#D97151
59.0,38.0,42.0,#DA7046
59.0,38.0,48.0,#DB703A
59.0,38.0,52.0,#DC7031
59.0,38.0,56.0,#DD7028
59.0,38.0,60.0,#DD701E
59.0,38.0,66.0,#DE7004
59.0,38.0,70.0,#DE7000
59.0,38.0,76.0,#DF6F00
59.0,38.0,86.0,#DF6F00
59.0,40.0,-70.0,#837BFF
59.0,40.0,-66.0,#8C7AFF
59.0,40.0,-62.0,#937AFC
59.0,40.0,-58.0,#9979F5
59.0,40.0,-54.0,#9F78EE
59.0,40.0,-48.0,#A777E3
59.0,40.0,24.0,#D86F66
59.0,40.0,32.0,#DA6F58
59.0,40.0,40.0,#DC6F4A
59.0,40.0,46.0,#DD6E3E
59.0,40.0,52.0,#DF6E32
59.0,40.0,56.0,#DF6E29
59.0,40.0,60.0,#E06E1E
59.0,40.0,64.0,#E06E10
59.0,40.0,76.0,#E16E00
59.0,40.0,100.0,#E36D00
59.0,42.0,-70.0,#8979FF
59.0,42.0,-66.0,#9079FF
59.0,42.0,-62.0,#9778FC
59.0,42.0,-52.0,#A676EA
59.0,42.0,-46.0,#AD75DF
59.0,42.0,12.0,#D66E7B
59.0,42.0,18.0,#D96E71
59.0,42.0,38.0,#DE6D4D
59.0,42.0,44.0,#E06C42
59.0,42.0,50.0,#E16C36
59.0,42.0,56.0,#E26C29
59.0,42.0,60.0,#E26C1F
59.0,42.0,64.0,#E36C11
59.0,42.0,76.0,#E46C00
59.0,44.0,-70.0,#8D78FF
59.0,44.0,-60.0,#9F76F8
59.0,44.0,-56.0,#A475F1
59.0,44.0,-50.0,#AC74E7
59.0,44.0,-44.0,#B373DC
59.0,44.0,14.0,#DA6C78
59.0,44.0,24.0,#DD6C66
